DATE,0.5std,1.0std,1.5std,2.0std
2001-01-03,1.0,1.0,1.0,1.0
2001-01-04,1.0,1.0,1.0,1.0
2001-01-05,1.0,1.0,1.0,1.0
2001-01-08,1.0,1.0,1.0,1.0
2001-01-09,1.0,0.9954102796393529,0.9964999949339899,1.0
2001-01-10,1.0,0.9980359263508317,0.9943701072105497,1.0
2001-01-11,1.007924566722476,1.009851985676417,0.998262813495945,1.0
2001-01-12,1.007924566722476,1.0132689100695205,1.0016405248898357,1.0
2001-01-15,1.0057492438306403,1.0110820529093392,0.9994787643423491,1.0
2001-01-16,1.0030810137126671,1.0083996749688502,0.9968271696653941,1.0
2001-01-17,1.0068096380378284,1.012148069670946,1.0005325473786448,1.0
2001-01-18,1.0041406356513871,1.0094649153671706,0.9978801852480338,1.0
2001-01-19,1.0026956952463577,1.0080123134189114,0.9964442535191005,1.0
2001-01-22,1.003566423794539,1.008887658852599,0.9973095533925552,1.0
2001-01-23,0.9991305256889282,1.004428240174803,0.9988261327084037,1.0
2001-01-24,0.999897475804077,1.005199256908507,0.9963180235931053,1.0
2001-01-25,1.003181668878771,1.0085008638413295,0.9969170204646376,1.0
2001-01-26,0.9963438225000295,1.0016267609806957,0.99655068807044,1.0
2001-01-29,1.0049646191819046,1.010293267925932,1.002709583683648,1.0
2001-01-30,0.996702645088483,1.0019874861630305,0.9974343416585618,1.0
2001-01-31,1.0036229204248392,1.0089444550463789,1.0001309627315675,1.0
2001-02-01,1.001338717488273,1.0066481405241143,1.002990514988149,1.0
2001-02-02,1.0014207297105677,1.0067305876018426,1.000990182190374,1.0
2001-02-05,0.9927452222953346,0.9980090798291744,0.994478727934383,1.0
2001-02-06,0.9992046814094526,1.0045027890930376,0.9923741943044131,1.0
2001-02-07,0.9964023168757967,1.0016855655126375,0.9945418555616092,1.0
2001-02-08,0.9985986730589765,1.0038935674895035,0.9986259023280953,1.0
2001-02-09,0.9960280391307827,1.0013093032254836,0.9941699822004743,1.0
2001-02-12,0.9951475197166046,1.0004241150114483,0.9960799770220179,1.0
2001-02-13,1.0046640482536429,1.0099911032730067,0.9988031604659254,1.0
2001-02-14,0.9914868390514512,0.9967440242287082,0.9960843781315691,1.0
2001-02-15,0.9998774316456989,1.0051791064694924,0.9982764488556581,1.0
2001-02-16,0.9928494908103754,0.99811390120974,0.9956713362278246,1.0
2001-02-19,0.9922653043997348,0.9975266172530525,0.9939517684665431,1.0
2001-02-20,0.9891489329873259,0.9943937218274637,0.9921829679600872,1.0
2001-02-21,0.9887257438316209,0.9939682887854367,0.992293062088887,1.0
2001-02-22,1.0010855372896634,1.0063936178818784,1.0057589876314559,1.0
2001-02-23,0.9999743596953358,1.005276548463123,1.0057589876314559,1.0
2001-02-26,0.992170186279392,0.9974309947855489,1.0057589876314559,1.0
2001-02-27,0.9944326878808978,0.9997054929052276,1.0023347158789997,1.0
2001-02-28,1.0025107286213735,1.0078263660408189,1.0062287901890694,1.0
2001-03-01,0.998384346931192,1.0036781049349932,1.004971002044671,1.0
2001-03-02,1.002315918063459,1.0076305225340672,1.0027358386608247,1.0
2001-03-05,1.0182639391956503,1.0236631052529586,1.004462937218945,1.0
2001-03-06,1.0182639391956503,1.0236631052529586,1.0020329185504289,1.0
