DATE,2ssd0.5std,2ssd1.0std,2ssd1.5std,2ssd2.0std,5ssd0.5std,5ssd1.0std,5ssd1.5std,5ssd2.0std,10ssd0.5std,10ssd1.0std,10ssd1.5std,10ssd2.0std
2001-01-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2001-01-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2001-01-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2001-01-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2001-01-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997330421106682
2001-01-10,0.9989626574481744,1.0,1.0,1.0,0.9995850629792697,1.0,1.0,1.0,0.9997925314896349,1.0,1.0,0.997330421106682
2001-01-11,0.9989626574481744,1.0,1.0,1.0,0.9995850629792697,1.0,1.0,1.0,0.9997925314896349,1.0,1.0,0.997330421106682
2001-01-12,0.9989626574481744,1.004830919202901,1.0,1.0,0.9995850629792697,1.0019323676811605,1.0,1.0,0.9997925314896349,1.0009661838405801,1.0,0.9992816405508904
2001-01-15,0.9989626574481744,1.004830919202901,1.0,1.0,1.0055972225291476,1.0019323676811605,1.0,1.0,1.0027986112645737,1.0009661838405801,1.0,1.003939190677681
2001-01-16,0.9989626574481744,1.004830919202901,1.0,1.0,1.0083558437617655,1.0019323676811605,1.0,1.0,1.0041779218808828,0.998566183735088,1.0,1.004919835990249
2001-01-17,0.9989626574481744,1.004830919202901,1.0,1.0,1.0015531220852352,1.0019323676811605,1.0,1.0,1.0007765610426176,0.9987897308947229,1.0,1.0094737755852774
2001-01-18,0.9989626574481744,1.004830919202901,1.0,1.0,1.0057784742726854,1.0019323676811605,1.0,1.0,1.0028892371363427,0.9987897308947229,0.9982390188578942,1.0077127944431716
2001-01-19,0.9989626574481744,1.004830919202901,0.9965517253160577,1.0,1.0057784742726854,1.0019323676811605,0.9986206901264231,1.0,1.0028892371363427,1.0035633175738294,0.9969057503096639,1.0078091687778237
2001-01-22,0.9989626574481744,1.004830919202901,0.9985125096219407,1.0,1.0057784742726854,1.0019323676811605,0.9994050038487763,1.0,1.0028892371363427,1.0035633175738294,0.9997089022404279,1.010220163847411
2001-01-23,0.9989626574481744,1.004830919202901,0.9985125096219407,1.0,1.0097784719765035,1.0019323676811605,0.9994050038487763,1.0,1.0048892359882517,1.0035633175738294,1.004038111773878,1.014549373380861
