DATE,2ssd0.5std,5ssd0.5std,10ssd0.5std,2ssd1.0std,5ssd1.0std,10ssd1.0std,2ssd1.5std,5ssd1.5std,10ssd1.5std,2ssd2.0std,5ssd2.0std,10ssd2.0std
2020-01-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-08,1.0,0.9990172328478303,1.000371948413088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-09,1.0,0.9955264996161911,0.9987162463184627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0004266750948168
2020-01-10,1.0,0.9889452885433211,0.9946852457615921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0005710704910973
2020-01-13,1.0046186564239954,0.9836452056595915,0.9921002523931812,1.0,1.0013400899106946,1.0006700449553474,1.0,1.0,1.0,1.0,1.0,0.99915272639031
2020-01-14,1.0060690457083676,0.9789725377309951,0.9901883746048489,1.0,1.002098247546788,1.0010488701134714,1.0,1.0,1.0,1.0,1.0,1.002872702971978
2020-01-15,1.0157369569710395,0.9877356327889081,0.9943489168107101,1.0,1.0015140745600524,1.002542187268967,1.0,1.0,1.0017832274077403,1.0,1.0,1.004661053062392
2020-01-16,1.0255179085138437,0.9974542002355914,1.0038139671544584,1.0,1.0043723025046656,1.0088151997507062,1.0,1.0,1.0066219929564764,1.0,1.0,1.0095137189473007
2020-01-17,1.0255179085138437,0.9967329878434992,1.002521552477253,1.0,1.0017965576767327,1.0075216303608405,1.0,1.0,1.0066219929564764,1.0,0.9992769468593927,1.009148752914815
2020-01-20,1.0255179085138437,0.9982937676132324,1.003180503646824,1.0,1.0028335624156122,1.0080430958705797,1.0,1.0,1.0066219929564764,1.0,1.0008417102032783,1.0099388636954407
2020-01-21,1.0255179085138437,0.9958365485455097,0.9952488418469281,1.0,0.9985028087569237,1.0058664703121762,1.0,1.0,1.0066219929564764,1.0,0.9983782195817117,1.0086959224322494
2020-01-22,1.0255179085138437,0.9994651638484965,0.9941055973374151,1.0,0.9897695455282202,1.0016417518503393,1.0,1.0,1.0066219929564764,1.0,1.002016096190111,1.0105336584871993
2020-01-23,1.0255179085138437,0.9993328469473723,0.994318298649518,1.0,0.9923416532903887,1.0014200120829946,1.0,1.0,1.0066219929564764,1.0,1.0018834415769038,1.0104667673703256
2020-01-24,1.0136485697451214,0.9961587416941781,0.9949311827724954,1.0,0.9895280688094259,1.0040621565603538,1.0,1.001794299675589,1.0075250837141776,1.0,1.003339552493217,1.0112010602179164
2020-01-27,1.0195813209588647,1.0063503301671426,0.9996643368482528,1.0,0.992934731905714,1.0051988147817088,1.0,1.0108017413545318,1.0120545681774882,1.0,1.011255641478021,1.0151901173393676
2020-01-28,1.0236521172373931,1.0073981861864658,1.0000599406195123,1.0,0.9962153570386688,1.0031680270668428,1.0,1.016428564671756,1.0148714668874632,1.0,1.0106935831058932,1.0149079947576245
2020-01-29,1.0245933151177848,1.0069979268341591,0.9982847642539667,1.0,0.9960195541663005,1.000996352383517,1.0,1.0162287889594928,1.0147717320525718,1.0,1.0099203011690856,1.014519741565467
2020-01-30,1.0357031957136644,1.016977388535764,1.0009547111889192,1.0,0.9976174449130908,0.9980170419501673,1.0,1.0178591009063898,1.0155857192649556,1.0,1.0155484127170378,1.0173466132832254
2020-01-31,1.028298459386762,1.0114811850980625,0.9976511270566905,1.0,0.9910554931757838,0.9890039404898329,1.0,1.011164007181251,1.012245649126399,1.0,1.0129641881742872,1.0160522131081038
2020-02-03,1.0289918794022368,1.0120493126737846,0.9993951224878133,1.0,0.9917294801458877,0.9891033993004539,1.0,1.0118516693456516,1.0125898480046422,1.0,1.0132599169037337,1.0162005282378694
2020-02-04,1.0295942909126732,1.0119840427649207,0.9995404893173669,1.0,0.9894553570308204,0.98892137971713,1.0,1.0095314042770567,1.0114288691159783,1.0,1.0129572883543256,1.0162293549024752
2020-02-05,1.0368297068820558,1.0147237289963034,0.9999241235671157,1.0,0.9858569984078326,0.9834266990763708,1.0,1.0058600349646925,1.0095897341985405,1.0,1.0128522092496874,1.0151910955893273
2020-02-06,1.0368297068820558,1.0164978520474497,0.9991412012190405,1.0,0.9902027429649629,0.9856077461479407,1.0,1.0102939546703316,1.011814914472867,1.0,1.0146230601724424,1.0143962194806597
2020-02-07,1.0368297068820558,1.0142118748689322,0.9971418921717903,1.0,0.9863067518834358,0.9831114908926378,1.0,1.0063189139374302,1.0098244019687617,1.0,1.0123412991675569,1.0123663847219393
2020-02-10,1.0368297068820558,1.0125103414000924,0.998133932384223,1.0,0.98948660330256,0.9863335944817746,1.0,1.0095632845355884,1.0114522381117947,1.0,1.0106429039455083,1.012510510811685
2020-02-11,1.0368297068820558,1.0124285249473846,1.0000145181749054,1.0,0.9930797441760146,0.9896987165523259,1.0,1.0132293302302917,1.0132886906550516,1.0,1.0105612383921068,1.014470883143499
2020-02-12,1.0368297068820558,1.0066973621682584,1.0005940464943335,1.0,0.984189741032369,0.9869516271066826,1.0,1.004158948940363,1.0087532343142225,1.0,1.0048406459623336,1.0124431614820266
2020-02-13,1.0368297068820558,1.0078581734567247,1.0014221163089998,1.0,0.9793260169485932,0.9828292396313534,1.0,0.9991965399045025,1.0066733166360964,1.0,1.005999316292442,1.0126035398906161
