DATE,2ssd0.5std,5ssd0.5std,10ssd0.5std,2ssd1.0std,5ssd1.0std,10ssd1.0std,2ssd1.5std,5ssd1.5std,10ssd1.5std,2ssd2.0std,5ssd2.0std,10ssd2.0std
2001-01-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2001-01-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2001-01-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2001-01-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2001-01-09,1.0,1.0,1.003676134555044,1.0,0.9971999959471919,0.998599997973596,1.0,0.9971999959471919,0.998599997973596,1.0,1.0,1.0
2001-01-10,1.0,1.0,1.003676134555044,1.0,0.9995314693592682,0.999767371295917,1.0,0.9954948888403338,0.997746247492061,1.0,1.0,1.0
2001-01-11,1.0,1.0015384614006801,1.0036252492212188,1.0,1.0041995393089451,1.0021019571322216,1.0,0.9986125764560553,0.9993086166987288,1.0,1.0,1.0
2001-01-12,1.0,1.006286609706731,1.0060042699531508,1.0,1.011678542467418,1.0058336476026541,1.0,1.0013156923345408,1.000661116683704,1.0,1.0,1.0
2001-01-15,0.9972602451453324,1.0034463880007958,1.004584557549039,1.0,1.0099318026297217,1.0049653235112497,1.0,0.9995868447446282,0.9997972579760349,1.0,1.0,1.0
2001-01-16,0.9980542431316111,1.001636260752308,1.0049263984743146,1.0,1.0077883415478226,1.003898863353249,1.0,0.9974653396151636,0.9987362821226748,1.0,1.0,1.0
2001-01-17,1.0015671322670885,1.0060250626557796,1.0042858063399507,1.0,1.0107852393644812,1.0053915291183186,1.0,1.0004315395355696,1.0002212718074703,1.0,1.0,1.0
2001-01-18,0.9974511046838132,1.0022377855079654,1.0007242103120442,1.0,1.0086416061578694,1.0043254318982904,1.0,0.9983098640445043,0.9991606570256626,1.0,1.0,1.0
2001-01-19,0.99485463889837,0.999648651229247,0.9968246406642806,1.0,1.0074804723810367,1.002568405323911,1.0,0.9971606240212786,0.9985855473037,1.0,1.0,1.0
2001-01-22,0.9896013751260507,0.9954123843947118,0.9864434356380083,1.0,1.0081803792526398,0.9984440076919171,1.0,0.997853361589874,0.998932411042304,1.0,1.0,1.0
2001-01-23,0.9878685174663039,0.9948161143798548,0.9863041086349056,1.0,1.0094068674615355,0.9977767198966205,1.0,0.9990672866050625,0.9995400299014091,1.0,1.0,1.0
2001-01-24,0.9873391026374685,0.9955728161021284,0.987475663594174,0.9927930863469221,1.004469241855004,0.9957664285770668,1.0,0.9970603148719254,0.9983164337387634,1.0,1.0,1.0
2001-01-25,0.9881165359466723,0.9885357520398528,0.9823713490539215,0.9927930863469221,1.0049523598307297,0.9926315059852492,1.0,0.9975398693878085,0.9967661570710298,1.0,1.0,1.0
2001-01-26,0.9895459880653269,0.991178324025894,0.9822363260389707,0.9875393308891791,1.0025296913326827,0.9893970170671803,1.0,0.9972466203721662,0.9985867809672456,1.0,1.0,1.0
2001-01-29,0.9899128211056223,0.9969368893072597,0.9855622956436881,0.9915290033960396,1.0091064625425175,0.9935104380708278,1.0,1.0021771776706727,1.001691415081367,1.0,1.0007173637607527,1.0003586818803762
2001-01-30,0.9899128211056223,0.9909520983977669,0.9852505301325251,0.9915290033960396,1.0048593458055384,0.9913071157446717,1.0,0.997959224835469,1.0004824147244924,1.0,0.9989216867709013,0.9994611651929971
2001-01-31,0.9820874266946146,0.9920914346067629,0.9837059257501168,0.9836908328459689,1.0038552823221853,0.9907150167035064,0.9920948650788586,0.9969620560080951,0.999076570125437,1.0,1.001068316452962,1.0005350596892741
2001-02-01,0.9782660764666911,0.9905871570418212,0.9864037103637311,0.9798632436862605,1.0045890229133145,0.9944188882113977,0.9882345754185474,0.9976907581837878,1.0020034287916904,1.0,0.998818723985086,0.9994108626204378
2001-02-02,0.9747585299615619,0.9846509142105094,0.97276326269703,0.9748189323911025,1.0009175666703685,0.9845707758355129,0.9831471687185104,0.9940445129241683,0.9975355742969793,1.0,0.9964835198673765,0.998242568361614
2001-02-05,0.9786219460912353,0.9808225892761182,0.9773955882109779,0.9808246290100353,0.9981753755356972,0.9842411552760155,0.9892041742103951,0.9913211517388142,0.9948902197465694,1.0,0.9953392330133012,0.9976694149549693
2001-02-06,0.9749916919361206,0.9772567219134108,0.9819555534853431,0.9735216608550525,0.99351262736036,0.9883233771326335,0.9818388141150578,0.9866904215036962,0.9897507915600501,1.0,0.9963700888906489,0.998186049558502
2001-02-07,0.9762306168447085,0.9812379808141172,0.9851618490297255,0.9747587177906742,0.9957537295334018,0.9906519915388059,0.9830864396826254,0.9889161345815729,0.9947886594952666,1.0,0.9981816661344738,0.9992149552977676
2001-02-08,0.9732577444992334,0.9814658324265366,0.9761954279029205,0.9710335265886104,0.9975027774019295,0.9823906265484301,0.9793294228033361,0.990653172170328,0.9890346192468331,1.0,0.9966601396565363,0.9917961980154073
2001-02-09,0.9703209589965535,0.976777730319282,0.9774799963006788,0.9673507206062189,0.9924287724472332,0.9835310399862288,0.9756151532562248,0.9856140091545919,0.9876325174168318,1.0,0.9969691786224639,0.9930664352595603
2001-02-12,0.9639490020330622,0.9823012096167422,0.9812141856431718,0.9682537494511138,0.994324667895655,0.9854469604981655,0.976525897008351,0.9874968859571751,0.9914653682810892,1.0,1.0007022671960706,0.9978310550197015
